 STICS SELECTED RATES
         Input Level 1 Filename: SMSDISK3:[WIND.L1DATA]WI_L1_SMS_19950301_V01.DAT;1
         FIFO mode is OFF    TGS mode is OFF      Telemetry mode is Science mode     
 YEAR DOY HR:MIN:SEC          H        He2        He1        BR0        BR1        BR2      FSR12      FSR34      FSR56         O1    Fe14&16     Fe9&10 
 1995  60 12:45:29          0.01       3.19       0.11       0.02       0.01       4.07      22.96     138.23      17.71       0.00       0.00       0.00
 1995  60 13:14:58          0.02       3.45       0.12       0.02       0.01       4.43      22.82     150.46      17.89       0.00       0.00       0.01
 1995  60 13:44:28          0.02       4.68       0.14       0.04       0.02       5.96      22.70     185.77      17.75       0.00       0.00       0.00
 1995  60 14:13:57          0.03       5.67       0.14       0.05       0.02       7.29      22.53     229.55      17.94       0.00       0.00       0.01
 1995  60 14:43:26          0.04       5.00       0.16       0.04       0.02       6.46      23.17     197.30      17.62       0.00       0.00       0.01
 1995  60 15:12:55          0.02       4.91       0.15       0.04       0.02       6.42      23.26     199.73      17.82       0.00       0.00       0.01
 1995  60 15:42:24          0.03       5.69       0.17       0.03       0.03       7.29      22.88     223.17      17.94       0.00       0.00       0.01
 1995  60 16:11:53          0.03       5.50       0.15       0.03       0.02       6.96      23.34     214.56      17.73       0.00       0.00       0.01
 1995  60 16:41:23          0.02       4.05       0.10       0.03       0.02       5.37      22.86     170.18      18.07       0.00       0.00       0.00
 1995  60 17:10:52          0.04       4.26       0.13       0.02       0.02       5.50      23.13     175.94      17.83       0.00       0.00       0.01
 1995  60 17:40:21          0.01       4.17       0.10       0.03       0.02       5.30      22.70     173.32      18.17       0.00       0.00       0.01
 1995  60 18:09:50          0.03       3.89       0.12       0.02       0.01       5.00      23.02     159.31      18.01       0.00       0.00       0.01
 1995  60 18:39:19          0.01       3.53       0.09       0.04       0.01       4.55      22.86     148.45      17.73       0.00       0.00       0.01
 1995  60 19:08:49          0.11       3.23       0.11       0.03       0.01       4.32      23.35     143.64      17.84       0.00       0.00       0.01
 1995  60 19:38:18          0.05       3.71       0.12       0.04       0.02       4.78      23.26     151.45      18.04       0.00       0.00       0.01
 1995  60 20:07:47          0.05       3.89       0.13       0.04       0.02       5.06      22.98     161.16      18.06       0.00       0.01       0.01
 1995  60 20:37:16          0.06       3.62       0.11       0.03       0.01       4.76      23.72     152.23      17.83       0.00       0.00       0.01
 1995  60 21:06:45          0.05       3.66       0.10       0.04       0.01       4.77      22.98     151.84      17.92       0.00       0.00       0.01
 1995  60 21:36:14          0.03       3.37       0.10       0.02       0.02       4.39      22.59     141.02      18.01       0.00       0.00       0.00
 1995  60 22:05:44          0.02       3.33       0.12       0.02       0.01       4.31      23.25     138.62      17.99       0.00       0.00       0.01
 1995  60 22:35:13          0.07       3.23       0.11       0.02       0.01       4.23      23.19     136.93      18.21       0.00       0.00       0.01
 1995  60 23:04:42          0.10       2.83       0.08       0.01       0.00       3.78      23.38     130.15      18.33       0.00       0.00       0.00
 1995  60 23:34:11          0.46       3.11       0.09       0.02       0.03       4.44      23.76     130.34      21.75       0.00       0.00       0.01
 1995  60 23:51:53          0.06       2.61       0.06       0.03       0.01       3.50      22.95     112.97      19.21       0.00       0.00       0.01
 1995  60  0:28:20          0.01       0.18       0.04       0.00       0.00       0.43      23.00      35.11      18.33       0.00       0.00       0.00
 1995  60  0:57:49          0.16       0.22       0.03       0.00       0.00       0.59      24.28      37.34      19.22       0.00       0.00       0.00
 1995  60  1:27:18          0.07       0.16       0.05       0.01       0.01       0.45      23.04      34.85      19.17       0.00       0.00       0.00
 1995  60  1:56:48          0.05       0.22       0.03       0.00       0.01       0.50      23.16      36.46      18.88       0.00       0.00       0.00
 1995  60  2:26:17          0.01       0.74       0.08       0.01       0.00       1.13      23.14      56.85      17.64       0.00       0.00       0.01
 1995  60  2:55:46          0.01       1.31       0.06       0.01       0.00       1.87      22.86      76.56      17.96       0.00       0.00       0.01
 1995  60  3:25:15          0.01       1.51       0.05       0.02       0.01       2.10      23.05      80.94      18.04       0.00       0.00       0.01
 1995  60  3:54:44          0.00       1.37       0.06       0.02       0.01       1.94      23.04      76.09      17.66       0.00       0.00       0.01
 1995  60  4:24:14          0.00       1.42       0.07       0.02       0.01       1.99      22.83      76.14      17.92       0.00       0.00       0.01
 1995  60  4:53:43          0.92       1.04       0.07       0.02       0.01       2.52      25.44      70.13      24.52       0.00       0.00       0.00
 1995  60  5:23:12          1.02       1.20       0.08       0.02       0.01       2.81      25.72      76.26      27.33       0.00       0.00       0.01
 1995  60  5:52:41          0.07       2.72       0.09       0.02       0.01       3.63      23.19     121.29      18.64       0.00       0.00       0.01
 1995  60  6:22:10          0.01       3.21       0.09       0.03       0.02       4.24      23.06     142.96      17.95       0.00       0.00       0.01
 1995  60  6:51:39          0.01       2.47       0.09       0.02       0.03       3.42      22.67     119.44      17.70       0.00       0.00       0.01
 1995  60  7:21:09          0.01       3.29       0.11       0.03       0.02       4.32      23.04     148.63      17.81       0.00       0.00       0.00
 1995  60  7:50:38          0.01       6.75       0.21       0.04       0.03       8.49      23.33     263.26      17.82       0.00       0.00       0.01
 1995  60  8:20:07          0.02       5.92       0.16       0.04       0.03       7.53      23.30     239.67      18.03       0.00       0.00       0.01
 1995  60  8:49:36          0.01       4.66       0.19       0.03       0.02       6.10      22.81     196.92      17.92       0.00       0.00       0.02
 1995  60  9:19:05          0.01       4.71       0.17       0.04       0.02       6.13      22.96     199.76      18.02       0.00       0.01       0.01
 1995  60  9:48:35          0.07       4.93       0.13       0.03       0.02       6.28      23.17     200.58      18.78       0.00       0.00       0.01
 1995  60 10:18:04          0.03       3.24       0.09       0.04       0.01       4.22      22.39     144.40      18.08       0.00       0.00       0.01
 1995  60 10:47:33          0.01       2.83       0.10       0.02       0.01       3.74      22.89     131.96      18.13       0.00       0.00       0.01
 1995  60 11:17:02          0.01       2.77       0.11       0.01       0.02       3.67      23.03     124.07      17.93       0.00       0.00       0.00
 1995  60 11:46:31          0.00       2.42       0.09       0.02       0.01       3.22      23.16     111.66      18.09       0.00       0.00       0.01
 1995  60 12:16:00          0.01       2.86       0.09       0.01       0.01       3.74      22.59     126.49      17.98       0.00       0.00       0.01
 1995  60 12:45:29          0.01       3.19       0.11       0.02       0.01       4.07      22.96     138.23      17.71       0.00       0.00       0.00
 1995  60 13:14:58          0.02       3.45       0.12       0.02       0.01       4.43      22.82     150.46      17.89       0.00       0.00       0.01
 1995  60 13:44:28          0.02       4.68       0.14       0.04       0.02       5.96      22.70     185.77      17.75       0.00       0.00       0.00
 1995  60 14:13:57          0.03       5.67       0.14       0.05       0.02       7.29      22.53     229.55      17.94       0.00       0.00       0.01
 1995  60 14:43:26          0.04       5.00       0.16       0.04       0.02       6.46      23.17     197.30      17.62       0.00       0.00       0.01
 1995  60 15:12:55          0.02       4.91       0.15       0.04       0.02       6.42      23.26     199.73      17.82       0.00       0.00       0.01
 1995  60 15:42:24          0.03       5.69       0.17       0.03       0.03       7.29      22.88     223.17      17.94       0.00       0.00       0.01
 1995  60 16:11:53          0.03       5.50       0.15       0.03       0.02       6.96      23.34     214.56      17.73       0.00       0.00       0.01
 1995  60 16:41:23          0.02       4.05       0.10       0.03       0.02       5.37      22.86     170.18      18.07       0.00       0.00       0.00
 1995  60 17:10:52          0.04       4.26       0.13       0.02       0.02       5.50      23.13     175.94      17.83       0.00       0.00       0.01
 1995  60 17:40:21          0.01       4.17       0.10       0.03       0.02       5.30      22.70     173.32      18.17       0.00       0.00       0.01
 1995  60 18:09:50          0.03       3.89       0.12       0.02       0.01       5.00      23.02     159.31      18.01       0.00       0.00       0.01
 1995  60 18:39:19          0.01       3.53       0.09       0.04       0.01       4.55      22.86     148.45      17.73       0.00       0.00       0.01
 1995  60 19:08:49          0.11       3.23       0.11       0.03       0.01       4.32      23.35     143.64      17.84       0.00       0.00       0.01
 1995  60 19:38:18          0.05       3.71       0.12       0.04       0.02       4.78      23.26     151.45      18.04       0.00       0.00       0.01
 1995  60 20:07:47          0.05       3.89       0.13       0.04       0.02       5.06      22.98     161.16      18.06       0.00       0.01       0.01
 1995  60 20:37:16          0.06       3.62       0.11       0.03       0.01       4.76      23.72     152.23      17.83       0.00       0.00       0.01
 1995  60 21:06:45          0.05       3.66       0.10       0.04       0.01       4.77      22.98     151.84      17.92       0.00       0.00       0.01
 1995  60 21:36:14          0.03       3.37       0.10       0.02       0.02       4.39      22.59     141.02      18.01       0.00       0.00       0.00
 1995  60 22:05:44          0.02       3.33       0.12       0.02       0.01       4.31      23.25     138.62      17.99       0.00       0.00       0.01
 1995  60 22:35:13          0.07       3.23       0.11       0.02       0.01       4.23      23.19     136.93      18.21       0.00       0.00       0.01
 1995  60 23:04:42          0.10       2.83       0.08       0.01       0.00       3.78      23.38     130.15      18.33       0.00       0.00       0.00
 1995  60 23:34:11          0.46       3.11       0.09       0.02       0.03       4.44      23.76     130.34      21.75       0.00       0.00       0.01
 1995  60 23:51:53          0.06       2.61       0.06       0.03       0.01       3.50      22.95     112.97      19.21       0.00       0.00       0.01
 1995  61  0:27:16          0.18       2.22       0.09       0.01       0.01       3.24      23.68     111.01      19.77       0.00       0.00       0.00
 1995  61  0:56:45          0.08       2.22       0.07       0.01       0.01       3.02      22.67     107.74      18.32       0.00       0.00       0.00
 1995  61  1:26:14          0.09       2.66       0.11       0.03       0.01       3.69      22.87     123.22      18.69       0.00       0.00       0.01
 1995  61  1:55:43          0.02       2.49       0.07       0.02       0.01       3.33      22.58     114.10      17.70       0.00       0.01       0.01
 1995  61  2:25:12          0.01       2.58       0.11       0.03       0.02       3.51      22.83     120.11      17.95       0.00       0.00       0.01
 1995  61  2:54:41          0.00       1.81       0.07       0.01       0.01       2.52      22.76      96.55      17.80       0.00       0.00       0.00
 1995  61  3:24:11          0.00       1.89       0.11       0.02       0.01       2.72      22.30      97.12      17.62       0.00       0.00       0.00
 1995  61  3:53:40          0.09       1.77       0.09       0.02       0.01       2.63      23.73      94.89      17.68       0.00       0.00       0.01
 1995  61  4:23:09          0.01       1.70       0.09       0.02       0.01       2.64      22.49      94.86      17.89       0.00       0.00       0.01
 1995  61  4:52:38          0.01       1.44       0.09       0.01       0.01       2.29      22.60      85.41      17.92       0.00       0.00       0.00
 1995  61  5:22:07          0.00       1.40       0.10       0.02       0.01       2.32      22.78      87.51      17.82       0.00       0.00       0.01
 1995  61  5:51:37          0.01       1.39       0.10       0.02       0.01       2.21      22.38      82.19      17.32       0.00       0.00       0.00
 1995  61  6:21:06          0.00       1.37       0.10       0.03       0.01       2.32      22.73      86.14      17.73       0.00       0.00       0.01
 1995  61  6:50:35          0.00       1.61       0.14       0.03       0.02       2.78      22.53      95.40      17.61       0.00       0.00       0.01
 1995  61  7:20:04          0.00       1.67       0.12       0.02       0.02       2.79      22.86      99.01      17.56       0.00       0.00       0.01
 1995  61  7:49:33          0.01       1.67       0.15       0.03       0.02       2.96      22.59     103.56      17.84       0.00       0.00       0.01
 1995  61  8:19:02          0.01       1.79       0.11       0.03       0.02       3.11      22.65     103.38      17.80       0.00       0.00       0.01
 1995  61  8:48:32          0.03       1.30       0.11       0.02       0.01       2.34      22.75      88.46      17.69       0.00       0.00       0.00
 1995  61  9:18:01          0.49       1.32       0.11       0.02       0.01       2.78      25.65      83.67      19.03       0.00       0.00       0.01
 1995  61  9:47:30          0.01       1.18       0.08       0.01       0.02       2.04      22.81      77.74      17.38       0.00       0.00       0.00
 1995  61 10:16:59          0.01       1.78       0.12       0.02       0.02       2.87      22.64     106.04      17.77       0.00       0.00       0.01
 1995  61 10:46:28          0.01       1.86       0.11       0.01       0.02       2.88      22.69      99.47      17.31       0.00       0.00       0.01
 1995  61 11:15:57          0.02       1.48       0.09       0.02       0.01       2.33      22.95      88.75      17.98       0.00       0.00       0.00
 1995  61 11:45:27          0.11       1.84       0.10       0.02       0.01       2.79      23.04      97.78      19.06       0.00       0.00       0.01
 1995  61 12:14:56          0.13       1.47       0.09       0.03       0.02       2.44      23.53      87.62      18.02       0.00       0.00       0.00
 1995  61 12:44:25          0.02       1.38       0.08       0.03       0.02       2.22      22.83      83.21      17.81       0.00       0.00       0.01
 1995  61 13:13:54          0.00       1.27       0.11       0.02       0.01       2.16      22.99      80.40      17.58       0.00       0.00       0.01
 1995  61 13:43:23          0.00       1.52       0.09       0.01       0.01       2.27      22.42      83.28      17.69       0.00       0.00       0.00
 1995  61 14:12:52          0.00       0.84       0.05       0.01       0.01       1.42      22.25      60.06      17.78       0.00       0.00       0.01
 1995  61 14:42:21          0.01       1.18       0.06       0.01       0.01       1.87      22.67      79.58      17.76       0.00       0.00       0.00
 1995  61 15:11:50          0.01       1.90       0.09       0.02       0.02       2.74      22.33     100.64      17.40       0.00       0.00       0.00
 1995  61 15:41:20          0.01       2.19       0.06       0.01       0.01       2.93      22.64     107.12      17.55       0.00       0.00       0.01
 1995  61 16:10:49          0.00       1.69       0.06       0.02       0.01       2.35      22.54      88.34      17.63       0.00       0.00       0.01
 1995  61 16:40:18          0.00       1.35       0.06       0.01       0.02       1.95      22.39      79.34      17.52       0.00       0.00       0.00
 1995  61 17:09:47          0.01       1.94       0.06       0.01       0.01       2.56      22.49      91.59      17.45       0.00       0.00       0.00
 1995  61 17:39:16          0.00       1.48       0.06       0.01       0.01       2.05      22.17      79.91      17.10       0.00       0.00       0.00
 1995  61 18:08:45          0.00       2.04       0.09       0.02       0.02       2.77      22.50     101.83      17.47       0.00       0.00       0.01
 1995  61 18:38:15          0.00       2.49       0.06       0.02       0.01       3.25      22.61     113.32      17.45       0.00       0.00       0.00
 1995  61 19:07:44          0.01       2.04       0.05       0.02       0.02       2.66      22.44      97.59      17.55       0.00       0.00       0.01
 1995  61 19:37:13          0.00       1.56       0.04       0.02       0.01       1.97      22.47      79.23      17.76       0.00       0.00       0.00
 1995  61 20:06:42          0.02       1.61       0.04       0.01       0.01       2.11      22.42      81.68      17.57       0.00       0.00       0.00
 1995  61 20:36:11          0.00       0.59       0.02       0.01       0.00       0.82      22.66      47.07      17.57       0.00       0.00       0.00
 1995  61 21:05:40          0.01       0.07       0.02       0.00       0.00       0.15      22.44      28.93      17.65       0.00       0.00       0.00
 1995  61 21:35:10          0.00       0.06       0.01       0.00       0.00       0.15      22.63      28.68      17.75       0.00       0.00       0.00
 1995  61 22:04:39          0.00       0.04       0.02       0.00       0.00       0.11      22.67      27.13      17.77       0.00       0.00       0.00
 1995  61 22:34:08          0.00       0.03       0.01       0.00       0.00       0.09      22.90      27.27      17.48       0.00       0.00       0.00
 1995  61 23:03:37          0.00       0.03       0.01       0.00       0.00       0.07      22.45      27.04      17.28       0.00       0.00       0.00
 1995  61 23:33:06          0.01       0.02       0.01       0.00       0.00       0.08      22.51      26.58      17.40       0.00       0.00       0.00
 1995  61 23:50:48          0.01       0.02       0.01       0.00       0.01       0.09      22.44      26.38      17.34       0.00       0.00       0.00
 1995  62  0:29:08          0.00       0.01       0.01       0.00       0.00       0.04      22.24      25.87      17.64       0.00       0.00       0.00
 1995  62  0:58:37          0.00       0.01       0.02       0.00       0.00       0.04      22.10      25.71      17.45       0.00       0.00       0.00
 1995  62  1:28:06          0.00       0.01       0.01       0.00       0.00       0.04      22.62      25.62      17.55       0.00       0.00       0.00
 1995  62  1:57:35          0.01       0.01       0.02       0.00       0.00       0.06      22.72      26.28      17.62       0.00       0.00       0.00
 1995  62  2:27:04          0.00       0.01       0.01       0.00       0.00       0.03      22.45      25.60      17.63       0.00       0.00       0.00
 1995  62  2:56:34          0.00       0.00       0.01       0.00       0.00       0.04      22.61      25.66      17.63       0.00       0.00       0.00
 1995  62  3:26:03          0.08       0.00       0.01       0.00       0.00       0.10      23.09      26.09      17.69       0.00       0.00       0.00
 1995  62  3:55:32          0.04       0.01       0.02       0.00       0.00       0.09      22.78      26.44      17.73       0.00       0.00       0.00
 1995  62  4:25:01          0.24       0.02       0.02       0.01       0.01       0.29      23.91      26.51      18.90       0.00       0.00       0.00
 1995  62  4:54:30          0.02       0.00       0.00       0.00       0.00       0.06      22.67      25.57      17.84       0.00       0.00       0.00
 1995  62  5:23:59          0.01       0.00       0.01       0.00       0.00       0.04      22.80      25.33      17.58       0.00       0.00       0.00
 1995  62  5:53:29          0.04       0.01       0.01       0.00       0.00       0.08      22.60      25.94      17.53       0.00       0.00       0.00
 1995  62  6:22:58          0.02       0.01       0.00       0.00       0.00       0.04      22.32      25.67      17.66       0.00       0.00       0.00
 1995  62  6:52:27          0.03       0.00       0.01       0.00       0.00       0.05      22.51      25.33      17.51       0.00       0.00       0.00
 1995  62  7:21:56          0.04       0.00       0.01       0.00       0.00       0.06      22.93      25.74      17.83       0.00       0.00       0.00
 1995  62  7:51:25          0.01       0.00       0.01       0.00       0.00       0.04      22.68      25.63      17.60       0.00       0.00       0.00
 1995  62  8:20:54          0.02       0.00       0.01       0.00       0.00       0.05      22.68      25.50      17.38       0.00       0.00       0.00
 1995  62  8:50:24          0.01       0.00       0.00       0.00       0.00       0.03      22.28      25.87      17.60       0.00       0.00       0.00
 1995  62  9:19:53          0.02       0.00       0.01       0.00       0.01       0.04      22.19      25.06      17.76       0.00       0.00       0.00
 1995  62  9:49:22          0.01       0.00       0.01       0.00       0.00       0.02      22.31      25.04      17.66       0.00       0.00       0.00
 1995  62 10:18:51          0.00       0.00       0.00       0.00       0.00       0.02      22.49      24.95      17.17       0.00       0.00       0.00
 1995  62 10:48:20          0.01       0.00       0.00       0.00       0.00       0.02      22.25      25.24      17.51       0.00       0.00       0.00
 1995  62 11:17:50          0.01       0.00       0.00       0.00       0.00       0.03      22.47      24.97      17.53       0.00       0.00       0.00
 1995  62 11:47:19          0.00       0.00       0.01       0.00       0.00       0.02      22.38      24.99      17.49       0.00       0.00       0.00
 1995  62 12:16:48          0.02       0.01       0.00       0.00       0.00       0.04      22.58      25.03      17.92       0.00       0.00       0.00
 1995  62 12:46:17          0.01       0.01       0.00       0.00       0.00       0.02      22.31      25.43      17.70       0.00       0.00       0.00
 1995  62 13:15:46          0.00       0.00       0.00       0.00       0.00       0.02      22.27      25.31      17.37       0.00       0.00       0.00
 1995  62 13:45:15          0.00       0.00       0.00       0.00       0.00       0.01      22.66      24.90      17.60       0.00       0.00       0.00
 1995  62 14:14:45          0.00       0.00       0.00       0.00       0.00       0.02      22.38      24.83      17.73       0.00       0.00       0.00
 1995  62 14:44:14          0.00       0.00       0.00       0.00       0.00       0.02      22.35      25.30      17.43       0.00       0.00       0.00
 1995  62 15:13:43          0.00       0.00       0.00       0.00       0.00       0.02      22.30      25.46      17.44       0.00       0.00       0.00
 1995  62 15:43:12          0.03       0.00       0.00       0.00       0.00       0.04      22.44      25.65      17.82       0.00       0.00       0.00
 1995  62 16:12:41          0.03       0.01       0.01       0.00       0.00       0.04      22.64      25.38      17.43       0.00       0.00       0.00
 1995  62 16:42:10          0.01       0.00       0.00       0.00       0.00       0.02      22.37      25.42      17.59       0.00       0.00       0.00
 1995  62 17:11:39          0.00       0.00       0.00       0.00       0.00       0.02      22.66      25.50      17.39       0.00       0.00       0.00
 1995  62 17:41:08          0.00       0.00       0.00       0.00       0.00       0.01      22.63      25.43      17.38       0.00       0.00       0.00
 1995  62 18:10:38          0.00       0.00       0.01       0.00       0.00       0.03      22.36      25.25      17.45       0.00       0.00       0.00
 1995  64  0:28:46          0.01       0.00       0.01       0.00       0.00       0.05      22.17      26.64      17.54       0.00       0.00       0.00
 1995  64  0:58:52          0.00       0.00       0.01       0.00       0.00       0.04      22.57      27.14      17.28       0.00       0.00       0.00
 1995  64  1:28:59          0.00       0.00       0.01       0.00       0.00       0.04      22.50      27.10      17.67       0.00       0.00       0.00
 1995  64  1:59:06          0.00       0.00       0.00       0.00       0.00       0.04      22.99      26.70      17.72       0.00       0.00       0.00
 1995  64  2:29:13          0.00       0.00       0.00       0.00       0.00       0.03      22.35      26.56      17.62       0.00       0.00       0.00
 1995  64  2:59:20          0.00       0.00       0.01       0.00       0.01       0.02      22.25      26.60      17.76       0.00       0.00       0.00
 1995  64  3:29:26          0.00       0.00       0.01       0.00       0.00       0.04      22.37      26.14      17.44       0.00       0.00       0.00
 1995  64  3:59:33          0.00       0.00       0.01       0.00       0.00       0.03      22.69      25.95      17.32       0.00       0.00       0.00
 1995  64  4:29:40          0.00       0.00       0.01       0.00       0.00       0.02      22.61      26.35      17.29       0.00       0.00       0.00
 1995  64  4:59:47          0.00       0.00       0.01       0.00       0.00       0.03      22.23      26.35      17.55       0.00       0.00       0.00
 1995  64  5:29:54          0.00       0.01       0.01       0.00       0.00       0.05      22.39      26.53      17.63       0.00       0.00       0.00
 1995  64  6:00:00          0.00       0.00       0.01       0.00       0.00       0.04      22.25      26.38      17.82       0.00       0.00       0.00
 1995  64  6:30:07          0.00       0.00       0.01       0.00       0.00       0.03      22.27      26.31      17.30       0.00       0.00       0.00
 1995  64  7:00:14          0.00       0.00       0.02       0.00       0.00       0.04      22.48      26.28      17.49       0.00       0.00       0.00
 1995  64  7:30:21          0.00       0.00       0.01       0.00       0.00       0.02      22.63      26.46      17.60       0.00       0.00       0.00
 1995  64  8:00:28          0.00       0.00       0.01       0.00       0.00       0.03      22.59      25.96      17.57       0.00       0.00       0.00
 1995  64  8:30:35          0.00       0.00       0.01       0.00       0.00       0.03      22.55      25.80      17.69       0.00       0.00       0.00
 1995  64  9:00:41          0.00       0.01       0.01       0.00       0.00       0.02      22.71      26.22      17.34       0.00       0.00       0.00
 1995  64  9:30:48          0.00       0.01       0.01       0.00       0.00       0.03      22.60      25.64      17.68       0.00       0.00       0.00
 1995  64 10:00:55          0.00       0.01       0.00       0.00       0.00       0.02      22.35      26.18      17.38       0.00       0.00       0.00
 1995  64 10:31:02          0.00       0.00       0.01       0.00       0.00       0.02      21.93      25.87      17.89       0.00       0.00       0.00
 1995  64 11:01:09          0.00       0.00       0.01       0.00       0.00       0.03      22.33      25.69      17.60       0.00       0.00       0.00
 1995  64 11:31:16          0.00       0.00       0.01       0.00       0.00       0.03      22.92      26.26      17.64       0.00       0.00       0.00
 1995  64 12:01:23          0.00       0.01       0.01       0.00       0.00       0.04      22.71      26.51      17.78       0.00       0.00       0.00
 1995  64 12:31:30          0.00       0.02       0.01       0.00       0.00       0.04      22.69      26.13      17.59       0.00       0.00       0.00
 1995  64 13:01:36          0.00       0.02       0.01       0.00       0.00       0.05      22.65      26.41      17.67       0.00       0.00       0.00
 1995  64 13:31:43          0.00       0.02       0.01       0.00       0.00       0.05      22.27      26.34      17.41       0.00       0.00       0.00
 1995  64 14:01:50          0.00       0.01       0.00       0.00       0.00       0.03      22.46      26.35      17.58       0.00       0.00       0.00
 1995  64 14:31:57          0.00       0.00       0.01       0.00       0.00       0.03      22.88      26.22      17.60       0.00       0.00       0.00
 1995  64 15:02:04          0.00       0.01       0.01       0.00       0.00       0.04      22.80      26.32      17.85       0.00       0.00       0.00
 1995  64 15:32:10          0.00       0.00       0.00       0.00       0.00       0.03      22.66      26.25      17.96       0.00       0.00       0.00
 1995  64 16:02:17          0.01       0.01       0.01       0.00       0.00       0.03      23.10      26.39      17.82       0.00       0.00       0.00
 1995  64 16:35:25          0.00       0.00       0.01       0.00       0.00       0.03      22.62      27.13      17.67       0.00       0.00       0.00
 1995  64 17:05:31          0.01       0.00       0.01       0.00       0.01       0.04      22.98      26.75      17.57       0.00       0.00       0.00
 1995  64 17:35:38          0.00       0.00       0.01       0.00       0.00       0.06      23.29      27.06      17.83       0.00       0.00       0.00
 1995  64 18:05:45          0.00       0.00       0.01       0.00       0.01       0.05      22.49      26.95      17.37       0.00       0.00       0.00
 1995  64 18:35:52          0.00       0.01       0.01       0.00       0.00       0.07      22.68      26.91      17.44       0.00       0.00       0.00
 1995  64 19:05:59          0.01       0.01       0.01       0.00       0.01       0.08      22.96      27.42      17.86       0.00       0.00       0.00
 1995  64 19:36:05          0.00       0.01       0.02       0.00       0.01       0.09      22.83      28.10      17.80       0.00       0.00       0.00
 1995  64 20:06:12          0.01       0.01       0.02       0.00       0.00       0.09      22.78      28.05      17.69       0.00       0.00       0.00
 1995  64 20:36:19          0.01       0.01       0.01       0.00       0.00       0.06      22.79      27.26      17.79       0.00       0.00       0.00
 1995  64 21:06:26          0.01       0.01       0.02       0.00       0.00       0.06      22.89      27.52      18.01       0.00       0.00       0.00
 1995  64 21:36:33          0.00       0.01       0.01       0.00       0.00       0.07      22.76      27.45      17.58       0.00       0.00       0.00
