 STICS SELECTED RATES
         Input Level 1 Filename: SMSDISK3:[WIND.L1DATA]WI_L1_SMS_19950201_V01.DAT;1
         FIFO mode is OFF    TGS mode is OFF      Telemetry mode is Science mode     
 YEAR DOY HR:MIN:SEC          H        He2        He1        BR0        BR1        BR2      FSR12      FSR34      FSR56         O1    Fe14&16     Fe9&10 
 1995  32 22:05:02          0.01       0.57       0.05       0.01       0.01       1.06      22.20      54.34      17.77       0.00       0.00       0.00
 1995  32 22:34:32          0.00       0.83       0.06       0.00       0.01       1.34      22.80      59.03      17.41       0.00       0.00       0.00
 1995  32 23:04:01          0.03       0.53       0.05       0.00       0.01       0.97      22.25      51.85      17.69       0.00       0.00       0.00
 1995  32 23:33:30          0.01       0.50       0.05       0.01       0.00       0.96      22.67      50.30      17.78       0.00       0.00       0.00
 1995  32 23:51:12          0.01       0.35       0.06       0.01       0.01       0.76      23.08      45.43      17.62       0.00       0.00       0.00
 1995  33  0:29:32          0.00       0.41       0.05       0.01       0.01       0.76      22.36      45.80      17.74       0.00       0.00       0.00
 1995  33  0:59:01          0.00       0.38       0.04       0.01       0.01       0.71      22.37      43.34      17.60       0.00       0.00       0.00
 1995  33  1:28:30          0.00       0.41       0.05       0.01       0.00       0.75      22.43      44.45      17.36       0.00       0.00       0.00
 1995  33  1:58:00          0.00       0.31       0.06       0.01       0.00       0.64      22.28      41.20      17.57       0.00       0.00       0.01
 1995  33  2:27:29          0.01       0.36       0.06       0.00       0.01       0.69      22.48      41.68      17.72       0.00       0.00       0.00
 1995  33  2:56:58          0.00       0.35       0.04       0.00       0.00       0.64      22.67      41.09      17.35       0.00       0.00       0.00
 1995  33  3:26:28          0.05       0.38       0.07       0.00       0.01       0.81      23.14      43.28      17.73       0.00       0.00       0.00
 1995  33  3:55:57          0.01       0.42       0.05       0.00       0.01       0.78      22.75      45.12      17.79       0.00       0.00       0.00
 1995  33  4:25:26          0.01       0.45       0.07       0.00       0.00       0.86      22.60      45.04      17.43       0.00       0.00       0.00
 1995  33  4:54:55          0.01       0.49       0.06       0.01       0.01       0.91      22.55      47.64      17.49       0.00       0.00       0.00
 1995  33  5:24:25          0.00       0.44       0.04       0.00       0.01       0.82      22.15      46.10      17.87       0.00       0.00       0.00
 1995  33  5:53:54          0.00       0.33       0.05       0.01       0.00       0.67      22.57      42.69      17.47       0.00       0.00       0.00
 1995  33  6:23:23          0.05       0.38       0.06       0.01       0.01       0.81      22.47      43.26      18.23       0.00       0.00       0.00
 1995  33  6:52:52          0.01       0.41       0.07       0.01       0.00       0.86      22.61      46.90      17.46       0.00       0.00       0.00
 1995  33  7:22:22          0.00       0.51       0.07       0.01       0.01       1.03      22.19      51.19      17.29       0.00       0.00       0.00
 1995  33  7:51:51          0.00       0.61       0.06       0.01       0.01       1.19      22.50      52.61      17.34       0.00       0.00       0.00
 1995  33  8:21:20          0.00       0.59       0.06       0.01       0.01       1.10      22.39      52.59      17.72       0.00       0.00       0.00
 1995  33  8:50:50          0.00       0.86       0.09       0.01       0.02       1.55      22.49      68.64      17.61       0.00       0.00       0.00
 1995  33  9:20:19          0.01       1.55       0.07       0.02       0.01       2.36      22.66      85.85      17.37       0.00       0.00       0.00
 1995  33  9:49:48          0.00       1.31       0.09       0.01       0.01       2.11      22.62      79.63      17.38       0.00       0.00       0.00
 1995  33 10:19:17          0.01       1.50       0.09       0.03       0.01       2.33      22.32      88.81      17.64       0.00       0.00       0.01
 1995  33 10:48:47          0.00       1.17       0.09       0.02       0.02       1.86      22.58      73.01      17.68       0.00       0.00       0.00
 1995  33 11:18:16          0.00       1.07       0.06       0.01       0.01       1.72      22.59      70.60      17.69       0.00       0.00       0.01
 1995  33 11:47:45          0.00       1.00       0.07       0.01       0.01       1.63      22.50      67.97      17.59       0.00       0.00       0.00
 1995  33 12:17:15          0.12       1.08       0.05       0.01       0.00       1.80      23.82      68.67      17.45       0.00       0.00       0.01
 1995  33 12:46:44          0.07       1.00       0.07       0.02       0.01       1.67      23.02      66.75      17.80       0.00       0.00       0.01
 1995  33 13:16:13          0.01       0.95       0.08       0.01       0.02       1.68      22.19      67.30      17.92       0.00       0.00       0.00
 1995  33 13:45:42          0.00       0.72       0.06       0.01       0.01       1.26      22.62      57.44      17.66       0.00       0.00       0.00
 1995  33 14:15:12          0.00       0.96       0.05       0.01       0.01       1.56      22.78      69.13      17.39       0.00       0.00       0.00
 1995  33 14:44:41          0.01       1.37       0.09       0.02       0.01       2.15      22.53      81.99      17.18       0.00       0.01       0.00
 1995  33 15:14:10          0.01       1.52       0.06       0.03       0.01       2.34      22.42      87.21      17.37       0.00       0.00       0.01
 1995  33 15:43:40          0.01       1.16       0.07       0.02       0.02       1.74      22.57      71.25      17.34       0.00       0.00       0.00
 1995  33 16:13:09          0.00       1.05       0.06       0.01       0.01       1.59      22.35      65.92      17.54       0.00       0.00       0.00
 1995  33 16:42:38          0.01       1.11       0.05       0.02       0.01       1.67      22.67      67.61      17.68       0.00       0.00       0.00
 1995  33 17:12:07          0.00       0.96       0.05       0.02       0.01       1.51      22.20      64.06      17.71       0.00       0.00       0.00
 1995  33 17:41:37          0.00       0.54       0.06       0.01       0.01       1.00      22.34      51.74      17.56       0.00       0.00       0.00
 1995  33 18:11:06          0.01       0.97       0.08       0.01       0.02       1.55      22.31      65.90      17.70       0.00       0.00       0.00
 1995  33 18:40:35          0.01       0.78       0.04       0.01       0.00       1.29      22.60      60.70      17.23       0.00       0.00       0.01
 1995  33 19:10:04          0.00       0.77       0.06       0.01       0.01       1.24      22.39      58.02      17.67       0.00       0.00       0.00
 1995  33 19:39:34          0.13       0.79       0.06       0.01       0.01       1.38      22.41      57.14      19.44       0.00       0.00       0.01
 1995  33 20:09:03          0.00       0.58       0.04       0.01       0.01       0.97      22.36      50.00      17.56       0.00       0.00       0.01
 1995  33 20:38:32          0.01       0.76       0.05       0.01       0.01       1.22      22.58      56.38      17.80       0.00       0.00       0.00
 1995  33 21:08:02          0.00       0.77       0.04       0.01       0.01       1.27      22.50      58.30      17.55       0.00       0.00       0.01
 1995  33 21:37:31          0.00       0.63       0.04       0.01       0.01       1.04      22.67      54.89      17.57       0.00       0.00       0.00
 1995  33 22:07:00          0.00       0.66       0.04       0.01       0.01       1.13      22.19      54.92      17.63       0.00       0.00       0.00
 1995  33 22:36:29          0.07       0.62       0.05       0.02       0.01       1.13      23.07      54.85      17.63       0.00       0.00       0.00
 1995  33 23:05:59          0.03       0.45       0.08       0.01       0.01       0.95      22.99      46.93      17.80       0.00       0.00       0.00
 1995  33 23:35:28          0.00       0.37       0.07       0.00       0.01       0.84      22.24      44.82      17.12       0.00       0.00       0.00
 1995  33 23:53:10          0.01       0.26       0.06       0.00       0.01       0.68      22.51      39.12      17.02       0.00       0.00       0.00
 1995  34  0:28:33          0.00       0.13       0.05       0.00       0.01       0.42      22.27      34.55      17.82       0.00       0.00       0.00
 1995  34  0:58:02          0.00       0.16       0.06       0.00       0.01       0.47      22.36      36.67      17.43       0.00       0.00       0.00
 1995  34  1:27:32          0.01       0.22       0.05       0.01       0.01       0.56      22.58      38.00      17.85       0.00       0.00       0.00
 1995  34  1:57:01          0.01       0.20       0.05       0.01       0.01       0.54      22.38      39.03      17.40       0.00       0.00       0.01
 1995  34  2:26:30          0.01       0.23       0.05       0.00       0.01       0.62      22.63      40.11      17.80       0.00       0.00       0.00
 1995  34  2:55:59          0.02       0.18       0.05       0.00       0.01       0.55      23.10      38.48      17.41       0.00       0.00       0.00
 1995  34  3:25:29          0.02       0.19       0.04       0.00       0.01       0.57      23.02      38.11      17.49       0.00       0.00       0.00
 1995  34  3:54:58          0.10       0.22       0.04       0.01       0.01       0.70      23.31      38.43      17.64       0.00       0.00       0.00
 1995  34  4:24:27          0.10       0.20       0.05       0.01       0.00       0.63      23.28      38.22      18.07       0.00       0.00       0.00
 1995  34  4:53:57          0.05       0.23       0.04       0.00       0.01       0.61      23.16      38.81      17.48       0.00       0.00       0.00
 1995  34  5:23:26          0.02       0.20       0.03       0.00       0.01       0.53      23.02      37.11      17.85       0.00       0.00       0.00
 1995  34  5:52:55          0.01       0.15       0.06       0.00       0.01       0.46      22.75      35.84      17.50       0.00       0.00       0.00
 1995  34  6:22:24          0.02       0.20       0.05       0.01       0.01       0.51      22.51      35.87      17.46       0.00       0.00       0.00
 1995  34  6:51:54          0.02       0.15       0.04       0.00       0.01       0.39      22.52      34.63      17.71       0.00       0.00       0.00
 1995  34  7:21:23          0.02       0.14       0.04       0.00       0.01       0.36      22.61      35.32      17.88       0.00       0.00       0.00
 1995  34  7:50:52          0.01       0.17       0.04       0.01       0.01       0.38      22.53      34.41      17.41       0.00       0.00       0.00
 1995  34  8:20:21          0.05       0.18       0.03       0.00       0.02       0.41      23.02      33.48      17.84       0.00       0.00       0.00
 1995  34  8:49:51          0.03       0.18       0.03       0.00       0.00       0.40      22.65      33.96      17.67       0.00       0.00       0.00
 1995  34  9:19:20          0.04       0.17       0.04       0.00       0.00       0.42      22.46      33.58      17.64       0.00       0.00       0.00
 1995  34  9:48:49          0.61       0.24       0.03       0.01       0.01       1.07      25.54      36.20      22.18       0.00       0.00       0.00
 1995  34 10:18:19          0.20       0.19       0.03       0.01       0.01       0.54      24.01      33.44      19.45       0.00       0.00       0.00
 1995  34 10:47:48          0.05       0.28       0.04       0.00       0.01       0.54      23.20      37.96      17.74       0.00       0.00       0.00
 1995  34 11:17:17          0.01       0.31       0.04       0.00       0.01       0.60      22.57      40.08      17.34       0.00       0.00       0.00
 1995  34 11:46:46          0.00       0.46       0.03       0.00       0.00       0.80      22.68      46.57      17.71       0.00       0.00       0.00
 1995  34 12:16:16          0.00       0.56       0.04       0.00       0.00       0.92      22.72      49.11      17.69       0.00       0.00       0.00
 1995  34 12:45:45          0.01       0.79       0.05       0.01       0.01       1.27      22.80      57.97      17.39       0.00       0.00       0.00
 1995  34 13:15:14          0.01       0.79       0.07       0.01       0.01       1.36      22.61      60.44      17.67       0.00       0.00       0.00
 1995  34 13:44:43          0.01       0.81       0.06       0.00       0.01       1.33      22.55      60.10      17.45       0.00       0.00       0.00
 1995  34 14:14:13          0.01       0.92       0.05       0.01       0.02       1.51      22.71      63.19      17.43       0.00       0.00       0.00
 1995  34 14:43:42          0.04       0.71       0.07       0.01       0.01       1.29      22.92      58.95      17.65       0.00       0.00       0.00
 1995  34 15:13:11          0.03       0.60       0.05       0.01       0.01       1.09      22.47      54.08      17.84       0.00       0.00       0.00
 1995  34 15:42:41          0.03       0.72       0.07       0.00       0.01       1.27      22.75      55.48      17.83       0.00       0.00       0.00
 1995  34 16:12:10          0.05       0.57       0.06       0.01       0.01       1.07      23.48      52.47      17.54       0.00       0.00       0.00
 1995  34 16:41:39          0.02       0.57       0.07       0.01       0.01       1.09      22.85      52.64      17.49       0.00       0.00       0.00
 1995  34 17:11:08          0.06       0.61       0.05       0.01       0.01       1.10      22.83      53.65      17.49       0.00       0.00       0.01
 1995  34 17:40:38          0.03       0.54       0.06       0.00       0.01       0.97      22.55      49.76      17.46       0.00       0.00       0.00
 1995  34 18:10:07          0.00       0.32       0.05       0.00       0.00       0.64      22.20      41.42      17.44       0.00       0.00       0.00
 1995  34 18:39:36          0.00       0.53       0.05       0.01       0.01       0.90      22.53      48.33      17.35       0.00       0.00       0.00
 1995  34 19:09:06          0.00       0.41       0.06       0.00       0.01       0.72      22.53      42.74      17.23       0.00       0.00       0.00
 1995  34 19:38:35          0.00       0.54       0.04       0.00       0.01       0.92      22.35      47.90      17.56       0.00       0.00       0.00
 1995  34 20:08:04          0.00       0.43       0.05       0.01       0.01       0.80      22.11      46.26      17.37       0.00       0.00       0.00
 1995  34 20:37:33          0.00       0.48       0.05       0.01       0.01       0.85      22.37      45.81      17.55       0.00       0.00       0.00
 1995  34 21:07:03          0.09       0.41       0.04       0.01       0.01       0.86      22.61      44.92      18.02       0.00       0.00       0.00
 1995  34 21:36:32          0.19       0.83       0.04       0.00       0.00       1.43      22.90      57.42      19.07       0.00       0.00       0.00
 1995  34 22:06:01          0.01       0.94       0.04       0.01       0.00       1.36      22.44      61.88      17.81       0.00       0.00       0.00
 1995  34 22:35:30          0.00       0.90       0.03       0.01       0.00       1.37      22.64      60.46      17.63       0.00       0.00       0.00
 1995  34 23:05:00          0.61       1.03       0.04       0.01       0.01       2.14      25.65      64.71      21.60       0.00       0.00       0.00
 1995  34 23:34:29          0.06       0.92       0.06       0.01       0.01       1.49      22.56      63.70      18.33       0.00       0.00       0.00
 1995  34 23:52:11          0.03       0.95       0.08       0.01       0.00       1.52      22.56      64.70      17.91       0.00       0.00       0.00
 1995  35  0:30:31          0.05       0.45       0.05       0.00       0.01       0.93      22.39      45.46      17.54       0.00       0.00       0.00
 1995  35  1:00:00          0.02       0.46       0.06       0.01       0.01       0.86      22.96      49.20      17.50       0.00       0.00       0.00
 1995  35  1:29:29          0.00       0.43       0.05       0.00       0.00       0.84      22.21      47.78      17.67       0.00       0.00       0.00
 1995  35  1:58:58          0.01       0.54       0.04       0.01       0.01       0.99      22.51      51.74      17.60       0.00       0.00       0.01
 1995  35  2:28:28          0.00       0.62       0.08       0.01       0.02       1.28      21.85      59.71      17.33       0.00       0.00       0.00
 1995  35  2:57:57          0.01       0.69       0.08       0.02       0.01       1.33      22.19      60.43      17.53       0.00       0.00       0.01
 1995  35  3:27:26          0.01       0.68       0.07       0.01       0.00       1.29      22.53      55.15      17.54       0.00       0.00       0.00
 1995  35  3:56:56          0.02       0.43       0.06       0.01       0.01       0.91      22.83      47.24      17.59       0.00       0.00       0.01
 1995  35  4:26:25          0.06       0.33       0.05       0.01       0.01       0.80      23.66      44.93      17.25       0.00       0.00       0.00
 1995  35  4:55:54          0.04       0.45       0.07       0.01       0.01       0.95      23.05      47.01      17.47       0.00       0.00       0.00
 1995  35  5:25:23          0.01       0.42       0.06       0.00       0.01       0.93      22.72      47.74      17.87       0.00       0.00       0.00
 1995  35  5:54:53          0.00       0.44       0.05       0.01       0.01       0.95      22.41      49.08      17.40       0.00       0.00       0.00
 1995  35  6:24:22          0.00       0.35       0.07       0.01       0.00       0.80      22.49      45.45      17.54       0.00       0.00       0.01
 1995  35  6:53:51          0.00       0.16       0.06       0.01       0.00       0.52      22.31      37.31      17.64       0.00       0.00       0.00
 1995  35  7:23:20          0.00       0.36       0.05       0.00       0.01       0.81      22.33      45.06      17.34       0.00       0.00       0.00
 1995  35  7:52:50          0.00       0.26       0.05       0.01       0.01       0.65      22.03      41.48      17.26       0.00       0.00       0.00
 1995  35  8:22:19          0.02       0.42       0.07       0.00       0.00       0.86      22.77      47.16      17.66       0.00       0.00       0.00
 1995  35  8:51:48          0.01       0.37       0.07       0.01       0.01       0.84      22.31      44.21      17.24       0.00       0.00       0.00
 1995  35  9:21:18          0.01       0.40       0.06       0.01       0.01       0.89      22.89      46.79      17.56       0.00       0.00       0.00
 1995  35  9:50:47          0.01       0.31       0.04       0.00       0.01       0.71      22.13      42.96      17.37       0.00       0.00       0.00
 1995  35 10:20:16          0.00       0.27       0.05       0.01       0.01       0.62      22.14      40.97      17.78       0.00       0.00       0.00
 1995  35 10:49:45          0.11       0.31       0.06       0.01       0.01       0.85      22.23      43.14      19.15       0.00       0.00       0.00
 1995  35 11:19:15          0.10       0.32       0.05       0.01       0.01       0.91      22.23      44.54      18.49       0.00       0.00       0.00
 1995  35 11:48:44          0.01       0.26       0.06       0.00       0.00       0.66      22.71      41.24      17.78       0.00       0.00       0.00
 1995  35 12:18:13          0.01       0.17       0.04       0.00       0.00       0.48      22.37      35.81      17.75       0.00       0.00       0.00
 1995  35 12:47:42          0.01       0.11       0.03       0.00       0.01       0.34      22.45      34.54      17.44       0.00       0.00       0.00
 1995  35 13:17:12          0.05       0.09       0.05       0.00       0.01       0.40      22.68      33.76      17.82       0.00       0.00       0.00
 1995  35 13:46:41          0.11       0.07       0.04       0.00       0.01       0.43      22.95      31.73      17.08       0.00       0.00       0.00
 1995  35 14:16:11          0.02       0.05       0.03       0.00       0.01       0.24      22.26      30.47      17.17       0.00       0.00       0.00
 1995  35 14:45:39          0.00       0.02       0.03       0.00       0.00       0.16      22.45      28.82      17.55       0.00       0.00       0.00
 1995  35 15:15:09          0.00       0.02       0.05       0.00       0.02       0.21      22.24      29.02      17.56       0.00       0.00       0.00
 1995  35 15:44:38          0.00       0.04       0.04       0.00       0.00       0.19      22.61      29.58      17.39       0.00       0.00       0.00
 1995  35 16:14:08          0.00       0.02       0.02       0.00       0.00       0.16      22.55      29.31      17.32       0.00       0.00       0.00
 1995  35 16:43:37          0.00       0.05       0.03       0.00       0.01       0.21      22.59      30.55      17.43       0.00       0.00       0.00
 1995  35 17:13:06          0.00       0.02       0.03       0.00       0.00       0.12      22.34      28.17      17.58       0.00       0.00       0.00
 1995  35 17:42:35          0.00       0.01       0.02       0.00       0.01       0.09      22.36      27.38      17.39       0.00       0.00       0.00
 1995  35 18:12:05          0.00       0.01       0.02       0.00       0.01       0.10      22.06      27.06      17.38       0.00       0.00       0.00
 1995  35 18:41:34          0.00       0.02       0.03       0.00       0.01       0.15      22.34      27.33      17.33       0.00       0.00       0.00
 1995  35 19:11:03          0.00       0.01       0.03       0.00       0.00       0.09      22.28      26.27      17.40       0.00       0.00       0.00
 1995  35 19:40:33          0.00       0.01       0.02       0.00       0.00       0.08      22.26      26.20      17.05       0.00       0.00       0.00
 1995  35 20:10:02          0.00       0.01       0.02       0.00       0.00       0.06      22.15      26.62      17.44       0.00       0.00       0.00
 1995  35 20:39:31          0.00       0.01       0.03       0.00       0.01       0.10      22.56      26.80      17.52       0.00       0.00       0.00
 1995  35 21:09:00          0.00       0.01       0.02       0.00       0.01       0.06      22.38      25.90      17.54       0.00       0.00       0.00
 1995  35 21:38:30          0.00       0.01       0.02       0.00       0.01       0.06      22.54      26.36      17.45       0.00       0.00       0.00
 1995  35 22:07:59          0.00       0.00       0.01       0.00       0.00       0.04      21.90      25.86      17.26       0.00       0.00       0.00
 1995  35 22:37:28          0.00       0.00       0.02       0.00       0.00       0.05      22.50      25.97      17.25       0.00       0.00       0.00
 1995  35 23:06:57          0.00       0.00       0.01       0.00       0.00       0.03      22.29      25.36      17.13       0.00       0.00       0.00
 1995  35 23:36:27          0.00       0.00       0.01       0.00       0.00       0.03      22.41      25.85      17.40       0.00       0.00       0.00
 1995  35 23:51:11          0.00       0.00       0.00       0.00       0.00       0.03      22.69      25.56      17.75       0.00       0.00       0.00
 1995  36  0:29:31          0.00       0.00       0.02       0.00       0.00       0.04      22.27      25.41      17.47       0.00       0.00       0.00
 1995  36  0:59:01          0.07       0.00       0.01       0.00       0.00       0.10      23.29      26.22      17.45       0.00       0.00       0.00
 1995  36  1:28:30          0.64       0.07       0.01       0.00       0.00       0.75      27.11      27.47      19.34       0.00       0.00       0.00
 1995  36  1:57:59          0.01       0.01       0.01       0.00       0.01       0.04      22.54      25.22      17.70       0.00       0.00       0.00
 1995  36  2:27:28          0.00       0.00       0.01       0.00       0.00       0.03      22.47      25.09      17.80       0.00       0.00       0.00
 1995  36  2:56:58          0.00       0.00       0.01       0.00       0.00       0.03      22.72      25.11      17.32       0.00       0.00       0.00
 1995  36  3:26:27          0.00       0.00       0.01       0.00       0.00       0.02      22.46      25.23      17.23       0.00       0.00       0.00
 1995  36  3:55:56          0.00       0.00       0.01       0.00       0.00       0.02      22.60      25.13      17.82       0.00       0.00       0.00
 1995  36  4:25:26          0.00       0.00       0.00       0.00       0.00       0.02      22.30      25.29      17.53       0.00       0.00       0.00
 1995  36  4:54:55          0.00       0.00       0.00       0.00       0.00       0.02      22.46      25.44      17.53       0.00       0.00       0.00
 1995  36  5:24:24          0.01       0.00       0.00       0.00       0.00       0.04      22.61      25.47      17.42       0.00       0.00       0.00
 1995  36  5:53:53          0.06       0.01       0.01       0.00       0.00       0.09      23.16      25.53      17.90       0.00       0.00       0.00
 1995  36  6:23:23          0.01       0.00       0.00       0.00       0.00       0.02      22.50      25.09      17.50       0.00       0.00       0.00
 1995  36  6:52:52          0.00       0.00       0.01       0.00       0.00       0.01      23.05      25.15      17.33       0.00       0.00       0.00
 1995  36  7:22:21          0.00       0.00       0.00       0.00       0.00       0.01      22.42      24.70      17.45       0.00       0.00       0.00
 1995  36  7:51:50          0.00       0.00       0.01       0.00       0.00       0.02      22.53      25.45      17.57       0.00       0.00       0.00
 1995  36  8:21:20          0.00       0.00       0.01       0.00       0.00       0.02      22.27      25.23      17.68       0.00       0.00       0.00
 1995  36  8:50:49          0.00       0.00       0.01       0.00       0.00       0.02      22.68      25.18      17.26       0.00       0.00       0.00
 1995  36  9:20:18          0.00       0.00       0.00       0.00       0.00       0.02      22.45      25.17      17.76       0.00       0.00       0.00
 1995  36  9:49:47          0.00       0.00       0.00       0.00       0.00       0.01      22.47      25.39      17.66       0.00       0.00       0.00
 1995  36 10:19:17          0.00       0.00       0.01       0.00       0.00       0.02      22.56      25.33      17.57       0.00       0.00       0.00
 1995  36 10:48:46          0.00       0.00       0.00       0.00       0.00       0.01      22.68      25.28      17.70       0.00       0.00       0.00
 1995  36 11:18:15          0.00       0.00       0.01       0.00       0.00       0.02      22.44      25.26      17.82       0.00       0.00       0.00
 1995  36 11:47:45          0.00       0.00       0.00       0.00       0.00       0.01      22.72      25.16      17.80       0.00       0.00       0.00
 1995  36 12:17:14          0.00       0.00       0.01       0.00       0.00       0.01      22.63      25.37      17.67       0.00       0.00       0.00
 1995  36 12:46:43          0.00       0.00       0.00       0.00       0.00       0.00      22.91      25.23      17.51       0.00       0.00       0.00
 1995  36 13:16:12          0.00       0.00       0.01       0.00       0.00       0.01      22.63      24.92      17.59       0.00       0.00       0.00
 1995  36 13:45:42          0.00       0.00       0.00       0.00       0.00       0.00      22.20      24.58      17.58       0.00       0.00       0.00
 1995  36 14:15:11          0.00       0.00       0.00       0.00       0.00       0.00      22.64      25.21      17.52       0.00       0.00       0.00
 1995  36 14:44:40          0.00       0.00       0.00       0.00       0.00       0.01      22.94      25.15      17.85       0.00       0.00       0.00
 1995  36 15:14:09          0.00       0.00       0.01       0.00       0.00       0.01      22.44      24.84      17.46       0.00       0.00       0.00
